Index,Date,Word
156,11/22/2021,ROUGE
155,11/21/2021,RADIO
154,11/20/2021,SURER
153,11/19/2021,FINER
152,11/18/2021,VODKA
151,11/17/2021,HERON
150,11/16/2021,CHILL
149,11/15/2021,GAUDY
148,11/14/2021,PITHY
147,11/13/2021,SMART
146,11/12/2021,BADLY
145,11/11/2021,ROGUE
144,11/10/2021,GROUP
143,11/9/2021,FIXER
142,11/8/2021,GROIN
141,11/7/2021,DUCHY
140,11/6/2021,COAST
139,11/5/2021,BLURT
138,11/4/2021,PULPY
137,11/3/2021,ALTAR
136,11/2/2021,GREAT
135,11/1/2021,BRIAR
134,10/31/2021,CLICK
133,10/30/2021,GOUGE
132,10/29/2021,WORLD
131,10/28/2021,ERODE
130,10/27/2021,BOOZY
129,10/26/2021,DOZEN
128,10/25/2021,FLING
127,10/24/2021,GROWL
126,10/23/2021,ABYSS
125,10/22/2021,STEED
124,10/21/2021,ENEMA
123,10/20/2021,JAUNT
122,10/19/2021,COMET
121,10/18/2021,TWEED
120,10/17/2021,PILOT
119,10/16/2021,DUTCH
118,10/15/2021,BELCH
117,10/14/2021,OUGHT
116,10/13/2021,DOWRY
115,10/12/2021,THUMB
114,10/11/2021,HYPER
113,10/10/2021,HATCH
112,10/9/2021,ALONE
111,10/8/2021,MOTOR
110,10/7/2021,ABACK
109,10/6/2021,GUILD
108,10/5/2021,KEBAB
107,10/4/2021,SPEND
106,10/3/2021,FJORD
105,10/2/2021,ESSAY
104,10/1/2021,SPRAY
103,9/30/2021,SPICY
102,9/29/2021,AGATE
101,9/28/2021,SALAD
100,9/27/2021,BASIC
99,9/26/2021,MOULT
98,9/25/2021,CORNY
97,9/24/2021,FORGE
96,9/23/2021,CIVIC
95,9/22/2021,ISLET
94,9/21/2021,LABOR
93,9/20/2021,GAMMA
92,9/19/2021,LYING
91,9/18/2021,AUDIT
90,9/17/2021,ROUND
89,9/16/2021,LOOPY
88,9/15/2021,LUSTY
87,9/14/2021,GOLEM
86,9/13/2021,GONER
85,9/12/2021,GREET
84,9/11/2021,START
83,9/10/2021,LAPEL
82,9/9/2021,BIOME
81,9/8/2021,PARRY
80,9/7/2021,SHRUB
79,9/6/2021,FRONT
78,9/5/2021,WOOER
77,9/4/2021,TOTEM
76,9/3/2021,FLICK
75,9/2/2021,DELTA
74,9/1/2021,BLEED
73,8/31/2021,ARGUE
72,8/30/2021,SWIRL
71,8/29/2021,ERROR
70,8/28/2021,AGREE
69,8/27/2021,OFFAL
68,8/26/2021,FLUME
67,8/25/2021,CRASS
66,8/24/2021,PANEL
65,8/23/2021,STOUT
64,8/22/2021,BRIBE
63,8/21/2021,DRAIN
62,8/20/2021,YEARN
61,8/19/2021,PRINT
60,8/18/2021,SEEDY
59,8/17/2021,IVORY
58,8/16/2021,BELLY
57,8/15/2021,STAND
56,8/14/2021,FIRST
55,8/13/2021,FORTH
54,8/12/2021,BOOBY
53,8/11/2021,FLESH
52,8/10/2021,UNMET
51,8/9/2021,LINEN
50,8/8/2021,MAXIM
49,8/7/2021,POUND
48,8/6/2021,MIMIC
47,8/5/2021,SPIKE
46,8/4/2021,CLUCK
45,8/3/2021,CRATE
44,8/2/2021,DIGIT
43,8/1/2021,REPAY
42,7/31/2021,SOWER
41,7/30/2021,CRAZY
40,7/29/2021,ADOBE
39,7/28/2021,OUTDO
38,7/27/2021,TRAWL
37,7/26/2021,WHELP
36,7/25/2021,UNFED
35,7/24/2021,PAPER
34,7/23/2021,STAFF
33,7/22/2021,CROAK
32,7/21/2021,HELIX
31,7/20/2021,FLOSS
30,7/19/2021,PRIDE
29,7/18/2021,BATTY
28,7/17/2021,REACT
27,7/16/2021,MARRY
26,7/15/2021,ABASE
25,7/14/2021,COLON
24,7/13/2021,STOOL
23,7/12/2021,CRUST
22,7/11/2021,FRESH
21,7/10/2021,DEATH
20,7/9/2021,MAJOR
19,7/8/2021,FEIGN
18,7/7/2021,ABATE
17,7/6/2021,BENCH
16,7/5/2021,QUIET
15,7/4/2021,GRADE
14,7/3/2021,STINK
13,7/2/2021,KARMA
12,7/1/2021,MODEL
11,6/30/2021,DWARF
10,6/29/2021,HEATH
9,6/28/2021,SERVE
8,6/27/2021,NAVAL
7,6/26/2021,EVADE
6,6/25/2021,FOCAL
5,6/24/2021,BLUSH
4,6/23/2021,AWAKE
3,6/22/2021,HUMPH
2,6/21/2021,SISSY
1,6/20/2021,REBUT
0,6/19/2021,CIGAR
